replicate,delta_C
146,0.020806658130601785
147,-0.051436205744822994
148,-0.05709570957095711
149,-0.05041031652989447
150,-0.01789199739752756
151,0.010107015457788249
152,-0.023913043478260843
153,0.008600237247924025
154,-0.06003694581280783
155,-0.031026252983293534
156,-0.012804497189256692
157,-0.002512562814070418
158,-0.0366311834690044
159,-0.04941099476439792
160,-0.03175591531755917
161,-0.030397022332506185
162,-0.044303797468354444
163,-0.036345776031434185
164,-0.03525444512568976
165,-0.02610062893081766
166,-0.02185960591133007
167,0.0015160703456640334
168,0.023668639053254337
169,-0.043695014662756604
170,-0.027479469361970987
171,-0.016451233842538104
172,-0.022666666666666613
173,-0.00910194174757284
174,0.03450400492914363
175,-0.0215873015873016
176,-0.028313627878033598
177,-0.040167865707434025
178,-0.03171521035598701
179,-0.04243873281530186
180,-0.046525679758308125
181,-0.026605504587155937
182,-0.004567600487210721
183,-0.03396572827417388
184,-0.047443006777572405
185,-0.028301886792452824
186,-0.04515550239234445
187,-0.030000000000000027
188,-0.037792441511697694
189,-0.03115727002967361
190,-0.04421562689279224
191,-0.02398753894080996
192,-0.01427703523693813
193,-0.06304985337243396
194,-0.02724458204334368
195,-0.04501915708812265
196,-0.05695039804041646
197,-0.035240963855421636
198,-0.05092276144907715
199,-0.03610436893203883
200,-0.04409063074096753
201,-0.03491965389369589
202,-0.017501508750754402
203,-0.02394454946439828
204,-0.06131147540983606
205,-0.00594865372573572
206,-0.024390243902439046
207,0.0017953321364452268
208,-0.011742892459826959
209,-0.04281150159744407
210,-0.04507133592736712
211,-0.054409005628517915
212,-0.05259900990099009
213,-0.02863961813842486
214,0.02694235588972438
215,-0.03843807199511895
216,-0.03469036697247707
217,0.02222938144329889
218,0.0026656511805026595
219,0.0018552875695733162
220,-0.0338192419825073
221,-0.015097690941385356
222,0.012758201701093541
223,-0.015786278081360017
224,-0.02714932126696834
225,-0.015586797066014624
226,-0.0394495412844037
227,0.004669779853235467
228,-0.008588957055214674
229,0.008302583025830312
230,-0.05925221799746516
231,-0.02267002518891692
232,-0.011699507389162478
233,-0.015974440894568676
234,-0.014386189258312032
235,0.0009135200974421664
236,-0.029783393501805033
237,0.006731946144430845
238,-0.01793868232224405
239,-0.05884203901825047
240,-0.034125533211456394
241,-0.006965475469412508
242,-0.05666470933646506
243,0.0
244,-0.018023617153511418
245,0.0046326935804102964
246,-0.023839009287925705
247,-0.04468749999999999
248,-0.043516873889875574
249,-0.034545454545454546
250,-0.003201024327784907
251,-0.04496855345911954
252,-0.000916870415647919
253,0.001532801961986463
254,-0.030955585464333746
255,-0.01701732673267331
256,-0.04632972322503015
257,0.0009481668773704266
258,-0.06278464541314244
259,-0.05912990196078438
260,0.0009107468123862317
261,-0.02916120576671033
262,-0.008863080684596625
263,-0.01580905145691258
264,-0.00981675392670156
265,-0.027867790019442618
266,-0.0606900800985829
267,-0.017791411042944794
268,-0.008338480543545468
269,-0.012101534828807492
270,-0.062077443146896116
271,-0.01000625390869292
272,-0.03888213851761846
273,-0.011739915713425586
274,-0.02213216957605979
275,0.010752688172043001
276,-0.03779244151169758
277,-0.04156839622641506
278,-0.02432778489116516
279,0.02857142857142858
280,-0.04619565217391297
281,-0.021618282890673246
282,-0.0021263669501823124
283,-0.006020278833967052
284,-0.029059316956261183
285,-0.007985257985257954
286,-0.042848335388409375
287,-0.032124681933842214
288,-0.032358431860609826
289,-0.058132343846629575
290,-0.005438066465256797
291,-0.03315250150693194
292,-0.015151515151515138
293,-0.014536644457904258
294,-0.029661016949152574
295,-0.037966932026944344
296,0.015291607396870632
297,-0.027288732394366244
298,-0.06598818122127381
299,0.02757352941176472
300,-0.03766074709124312
301,0.011328842620943025
302,-0.013513513513513487
303,-0.02268709487330589
304,-0.020769700671960822
305,0.0005917159763313418
306,-0.036904761904761885
307,-0.033292978208232404
308,0.012607626076260758
309,-0.05319913731128689
310,-0.04888888888888887
311,-0.04617940199335546
312,-0.039987973541791955
313,-0.03775267538644467
314,-0.02759248029108552
315,-0.013666072489601833
316,-0.025182038834951515
317,-0.039664157498552344
318,-0.03008177570093451
319,-0.007672634271099765
320,-0.031894934333958735
321,0.005952380952381042
322,-0.03694874851013119
323,-0.02943078913324715
324,-0.01724137931034475
325,-0.021819299323909025
326,-0.02844774273345707
327,-0.06597222222222221
328,-0.030550514216575952
329,0.008879363135333773
330,-0.03652547575199505
331,-0.032738095238095344
332,-0.020942408376963373
333,-0.0514612452350699
334,-0.01356466876971607
335,-0.022963870177587276
336,-0.0006150061500614923
337,-0.03551912568306004
338,-0.05296469020652894
339,-0.024984948826008324
340,-0.015826873385012874
341,0.044362292051756014
342,-0.022313564298297117
343,-0.02397660818713454
344,0.0019267822736029894
345,-0.05303030303030298
346,0.005780346820809301
347,0.02602359472588478
348,-0.0428826682549136
349,-0.03898195876288657
350,-0.07266009852216748
351,-0.015469935785172195
352,-0.022411616161616132
353,-0.019841269841269882
354,-0.05275381552753822
355,-0.01250762660158633
356,-0.00688210652304011
357,-0.008092485549133
358,-0.00330727600721592
359,-0.01441383728379253
360,-0.0626949469744229
361,0.037168713639301854
362,0.027877697841726556
363,0.009085213032581474
364,0.016822429906542036
365,-0.05332880434782605
366,0.016280525986224204
367,-0.002587322121604063
368,-0.010657193605683846
369,-0.011118378024852826
370,-0.057962172056131855
371,-0.0194528875379939
372,0.029299363057324834
373,-0.005907960199004969
374,-0.01320422535211263
375,-0.04012345679012341
376,0.007817589576547324
377,0.0029940119760478723
378,-0.00030048076923072653
